amount,vpa_sender,vpa_receiver,timestamp,device_id,is_fraud
178406.3292,9464006163@axl,user6539@axl,5/8/2025 2:48,device_9464006163,1
19550.66744,user29@ybl,user90@ybl,5/11/2025 9:48,device_91,0
248152.4311,9478770121@okhdfcbank,user1495@okhdfcbank,5/5/2025 2:28,device_9478770121,1
242180.8308,9415129584@paytm,user6487@paytm,5/11/2025 5:12,device_9415129584,1
87120.81279,9420764556@okhdfcbank,user4865@okhdfcbank,5/10/2025 3:25,device_9420764556,1
217044.8409,9451375740@sbi,user8520@sbi,5/7/2025 0:20,device_9451375740,1
3655.263855,user80@axl,user25@axl,5/3/2025 11:55,device_80,0
18262.95545,user54@ybl,user70@ybl,5/15/2025 11:23,device_11,0
2436.579289,user52@okhdfcbank,user37@okhdfcbank,5/6/2025 12:06,device_98,0
173594.6094,9492963000@sbi,user4522@sbi,5/14/2025 2:18,device_9492963000,1
9451.729064,user23@ybl,user17@ybl,5/14/2025 16:29,device_93,0
116889.2374,9412345286@okhdfcbank,user3134@okhdfcbank,5/1/2025 1:34,device_9412345286,1
18098.10951,user5@axl,user43@axl,5/5/2025 15:48,device_47,0
214308.0764,9496221640@sbi,user7369@sbi,5/4/2025 0:24,device_9496221640,1
213564.665,9418742392@paytm,user2766@paytm,5/5/2025 1:25,device_9418742392,1
226481.8373,9452994381@okhdfcbank,user1769@okhdfcbank,5/2/2025 3:44,device_9452994381,1
16428.66973,user19@axl,user48@axl,5/2/2025 17:34,device_80,0
7888.841872,user82@paytm,user10@paytm,5/6/2025 17:43,device_58,0
121632.5436,9476360176@ybl,user1770@ybl,5/2/2025 1:57,device_9476360176,1
114638.85,9464222350@paytm,user4185@paytm,5/5/2025 1:45,device_9464222350,1
9987.26222,user61@ybl,user26@ybl,5/12/2025 9:06,device_30,0
150246.5453,9429248708@okhdfcbank,user1114@okhdfcbank,5/11/2025 1:52,device_9429248708,1
9679.203191,user61@okhdfcbank,user22@okhdfcbank,5/11/2025 10:18,device_10,0
2690.354037,user18@okhdfcbank,user89@okhdfcbank,5/14/2025 10:22,device_22,0
224481.9354,9495674814@paytm,user4941@paytm,5/3/2025 4:30,device_9495674814,1
9904.642072,user17@okhdfcbank,user3@okhdfcbank,5/12/2025 16:26,device_62,0
228853.0237,9434747780@paytm,user1864@paytm,5/15/2025 2:13,device_9434747780,1
159580.1914,9475837792@ybl,user6300@ybl,5/12/2025 0:33,device_9475837792,1
244657.41,9422215528@okhdfcbank,user8081@okhdfcbank,5/1/2025 2:34,device_9422215528,1
147643.8718,9415553130@paytm,user4190@paytm,5/9/2025 4:40,device_9415553130,1
10672.51569,user43@paytm,user36@paytm,5/10/2025 9:29,device_90,0
63943.88517,9460874603@ybl,user6413@ybl,5/7/2025 3:23,device_9460874603,1
4731.73242,user75@okhdfcbank,user56@okhdfcbank,5/13/2025 10:53,device_6,0
18113.84159,user32@okhdfcbank,user97@okhdfcbank,5/9/2025 16:02,device_82,0
132939.6237,9420024454@paytm,user8018@paytm,5/1/2025 4:29,device_9420024454,1
4673.69921,user42@axl,user28@axl,5/14/2025 13:49,device_58,0
199721.7417,9481143513@axl,user4010@axl,5/15/2025 4:19,device_9481143513,1
15995.19709,user2@okhdfcbank,user94@okhdfcbank,5/7/2025 17:10,device_19,0
153212.3645,9415143829@axl,user7731@axl,5/5/2025 3:06,device_9415143829,1
15176.81973,user39@paytm,user86@paytm,5/6/2025 17:49,device_75,0
51297.61676,9477778326@okhdfcbank,user9890@okhdfcbank,5/6/2025 5:20,device_9477778326,1
141145.4801,9431574653@okhdfcbank,user5698@okhdfcbank,5/8/2025 2:01,device_9431574653,1
157623.0251,9460290513@axl,user5809@axl,5/7/2025 2:04,device_9460290513,1
16777.81889,user44@okhdfcbank,user51@okhdfcbank,5/15/2025 10:33,device_65,0
15751.7039,user18@paytm,user4@paytm,5/4/2025 13:58,device_11,0
19741.10742,user34@okhdfcbank,user13@okhdfcbank,5/4/2025 17:17,device_55,0
8283.118829,user98@axl,user51@axl,5/6/2025 10:11,device_33,0
10529.51784,user15@okhdfcbank,user46@okhdfcbank,5/6/2025 15:55,device_37,0
60233.10129,9490521377@okhdfcbank,user5076@okhdfcbank,5/7/2025 2:44,device_9490521377,1
126446.1416,9489758652@ybl,user3692@ybl,5/5/2025 0:10,device_9489758652,1
55910.55819,9482968848@ybl,user9862@ybl,5/3/2025 3:58,device_9482968848,1
16281.59023,user10@paytm,user21@paytm,5/13/2025 14:07,device_35,0
14768.43686,user87@paytm,user2@paytm,5/12/2025 10:43,device_42,0
13158.45152,user65@okhdfcbank,user71@okhdfcbank,5/13/2025 16:16,device_36,0
2450.846055,user57@sbi,user72@sbi,5/8/2025 9:04,device_73,0
207474.3916,9449754383@axl,user6877@axl,5/12/2025 1:11,device_9449754383,1
12960.36509,user55@axl,user51@axl,5/1/2025 9:51,device_98,0
2187.050078,user12@paytm,user84@paytm,5/4/2025 14:36,device_84,0
3183.267835,user99@axl,user50@axl,5/13/2025 17:19,device_4,0
3869.582086,user69@okhdfcbank,user33@okhdfcbank,5/5/2025 13:48,device_45,0
135883.7574,9460181268@ybl,user1305@ybl,5/13/2025 2:16,device_9460181268,1
156150.1205,9478775060@okhdfcbank,user5589@okhdfcbank,5/5/2025 4:52,device_9478775060,1
14037.54983,user38@sbi,user33@sbi,5/6/2025 11:01,device_71,0
5769.445467,user70@okhdfcbank,user15@okhdfcbank,5/10/2025 14:59,device_56,0
234628.7775,9432293394@ybl,user8250@ybl,5/5/2025 5:42,device_9432293394,1
17419.08867,user70@okhdfcbank,user67@okhdfcbank,5/9/2025 12:46,device_39,0
377.3598063,user34@axl,user15@axl,5/2/2025 15:12,device_58,0
13824.80475,user53@ybl,user99@ybl,5/8/2025 12:59,device_74,0
68711.88138,9492944596@sbi,user8866@sbi,5/6/2025 5:43,device_9492944596,1
6014.57279,user83@sbi,user57@sbi,5/11/2025 10:11,device_26,0
4349.779156,user4@axl,user53@axl,5/9/2025 13:14,device_84,0
16782.86025,user63@axl,user68@axl,5/6/2025 10:32,device_39,0
105047.8362,9465614081@ybl,user2902@ybl,5/15/2025 2:14,device_9465614081,1
205747.6314,9496016319@axl,user2767@axl,5/6/2025 0:31,device_9496016319,1
12879.50252,user12@ybl,user43@ybl,5/11/2025 17:38,device_19,0
5656.631933,user54@okhdfcbank,user80@okhdfcbank,5/13/2025 15:00,device_1,0
15894.05858,user24@ybl,user13@ybl,5/13/2025 17:43,device_75,0
16201.88481,user19@paytm,user90@paytm,5/9/2025 11:56,device_30,0
13677.18985,user6@sbi,user62@sbi,5/5/2025 17:49,device_10,0
137417.824,9480261936@ybl,user7614@ybl,5/12/2025 3:37,device_9480261936,1
18060.08258,user82@paytm,user85@paytm,5/1/2025 10:03,device_48,0
66214.98323,9464480549@sbi,user2378@sbi,5/3/2025 1:09,device_9464480549,1
19127.71901,user16@paytm,user26@paytm,5/4/2025 16:11,device_29,0
13980.46419,user20@paytm,user72@paytm,5/10/2025 13:30,device_70,0
239003.4188,9498926440@ybl,user8595@ybl,5/8/2025 3:24,device_9498926440,1
2197.326819,user61@okhdfcbank,user26@okhdfcbank,5/3/2025 14:53,device_39,0
172072.3539,9496978350@ybl,user6575@ybl,5/3/2025 1:50,device_9496978350,1
192609.2101,9455969430@paytm,user4607@paytm,5/1/2025 4:36,device_9455969430,1
12418.82097,user59@ybl,user81@ybl,5/12/2025 13:06,device_58,0
17069.30755,user81@paytm,user41@paytm,5/8/2025 16:00,device_59,0
11126.35119,user41@okhdfcbank,user42@okhdfcbank,5/14/2025 13:25,device_94,0
241740.4815,9448673354@sbi,user1667@sbi,5/8/2025 5:11,device_9448673354,1
15289.06973,user41@paytm,user64@paytm,5/3/2025 12:20,device_68,0
172908.2036,9445372654@paytm,user1390@paytm,5/2/2025 2:53,device_9445372654,1
17237.02636,user29@paytm,user15@paytm,5/5/2025 14:19,device_86,0
187556.9434,9487998328@axl,user5143@axl,5/15/2025 5:42,device_9487998328,1
10261.03278,user24@sbi,user95@sbi,5/5/2025 17:08,device_64,0
9108.304354,user97@sbi,user33@sbi,5/11/2025 10:18,device_8,0
87303.70208,9445562619@okhdfcbank,user3811@okhdfcbank,5/4/2025 4:02,device_9445562619,1
13355.35569,user90@paytm,user71@paytm,5/14/2025 9:38,device_45,0
18450.23331,user21@paytm,user80@paytm,5/13/2025 17:00,device_96,0
7909.788608,user94@ybl,user86@ybl,5/8/2025 13:13,device_87,0
221641.3582,9483746312@paytm,user8170@paytm,5/7/2025 1:50,device_9483746312,1
66675.81075,9431523136@okhdfcbank,user9529@okhdfcbank,5/2/2025 5:35,device_9431523136,1
10971.64656,user29@paytm,user61@paytm,5/2/2025 14:43,device_71,0
8657.560689,user39@sbi,user2@sbi,5/14/2025 14:58,device_14,0
19046.75341,user85@paytm,user86@paytm,5/9/2025 12:43,device_74,0
144699.3973,9435998658@ybl,user4727@ybl,5/4/2025 4:27,device_9435998658,1
4988.505194,user41@sbi,user55@sbi,5/6/2025 10:03,device_32,0
14108.9705,user15@okhdfcbank,user4@okhdfcbank,5/13/2025 15:29,device_63,0
5636.61953,user58@okhdfcbank,user11@okhdfcbank,5/6/2025 15:24,device_34,0
7223.556048,user16@ybl,user99@ybl,5/5/2025 16:11,device_9,0
247130.0908,9498917675@ybl,user5218@ybl,5/11/2025 3:54,device_9498917675,1
17305.59374,user80@okhdfcbank,user20@okhdfcbank,5/14/2025 15:47,device_93,0
1546.953165,user10@axl,user71@axl,5/9/2025 9:38,device_97,0
106968.0989,9494302960@paytm,user5737@paytm,5/1/2025 0:58,device_9494302960,1
1738.074436,user67@okhdfcbank,user56@okhdfcbank,5/11/2025 17:29,device_24,0
14426.95858,user19@paytm,user13@paytm,5/3/2025 17:44,device_75,0
56355.69687,9462916829@axl,user7686@axl,5/8/2025 1:20,device_9462916829,1
188751.5841,9465053385@ybl,user7695@ybl,5/11/2025 1:27,device_9465053385,1
240810.2055,9485356616@axl,user5544@axl,5/14/2025 4:03,device_9485356616,1
16996.55244,user79@axl,user92@axl,5/5/2025 12:46,device_18,0
16552.40202,user95@okhdfcbank,user2@okhdfcbank,5/12/2025 16:56,device_79,0
7675.83237,user66@sbi,user14@sbi,5/4/2025 12:36,device_17,0
50785.86428,9467568092@ybl,user4118@ybl,5/15/2025 3:54,device_9467568092,1
110361.8739,9440635609@paytm,user4908@paytm,5/9/2025 0:27,device_9440635609,1
13063.91795,user38@paytm,user98@paytm,5/14/2025 11:33,device_26,0
13571.02081,user70@axl,user27@axl,5/6/2025 10:35,device_72,0
11617.39153,user23@axl,user1@axl,5/8/2025 16:58,device_56,0
82962.96315,9461212060@paytm,user7579@paytm,5/15/2025 4:20,device_9461212060,1
69142.9111,9427789600@paytm,user1987@paytm,5/3/2025 4:14,device_9427789600,1
145130.1969,9464702748@paytm,user4323@paytm,5/2/2025 2:19,device_9464702748,1
18031.73812,user11@ybl,user18@ybl,5/1/2025 13:23,device_35,0
1666.269327,user76@okhdfcbank,user94@okhdfcbank,5/9/2025 15:01,device_94,0
713.0926146,user86@axl,user25@axl,5/2/2025 11:07,device_89,0
8006.748204,user42@axl,user78@axl,5/15/2025 15:40,device_61,0
220547.3491,9423692051@okhdfcbank,user8453@okhdfcbank,5/15/2025 3:28,device_9423692051,1
5179.316519,user31@paytm,user6@paytm,5/8/2025 13:09,device_83,0
168765.9748,9466316561@ybl,user8553@ybl,5/7/2025 2:30,device_9466316561,1
11558.97017,user77@axl,user32@axl,5/3/2025 11:48,device_50,0
6709.668339,user3@sbi,user85@sbi,5/8/2025 15:47,device_45,0
113721.7926,9465978831@axl,user3594@axl,5/6/2025 4:08,device_9465978831,1
5526.560712,user32@axl,user2@axl,5/6/2025 11:30,device_18,0
189100.8872,9482974386@paytm,user5300@paytm,5/8/2025 4:12,device_9482974386,1
185478.626,9488096799@ybl,user5485@ybl,5/7/2025 4:39,device_9488096799,1
7341.465333,user71@axl,user73@axl,5/10/2025 17:25,device_55,0
179464.0947,9460121218@axl,user5290@axl,5/1/2025 4:33,device_9460121218,1
4551.144402,user73@okhdfcbank,user50@okhdfcbank,5/3/2025 15:01,device_45,0
144929.1447,9422953919@sbi,user8589@sbi,5/11/2025 0:05,device_9422953919,1
17027.60464,user7@okhdfcbank,user42@okhdfcbank,5/14/2025 9:14,device_7,0
2666.440193,user75@paytm,user73@paytm,5/5/2025 9:24,device_71,0
226282.0665,9418457123@paytm,user8320@paytm,5/13/2025 0:21,device_9418457123,1
117617.9043,9452448405@paytm,user2041@paytm,5/15/2025 2:46,device_9452448405,1
151337.1582,9455327209@sbi,user4732@sbi,5/5/2025 5:49,device_9455327209,1
56746.02149,9444954428@okhdfcbank,user7289@okhdfcbank,5/14/2025 0:08,device_9444954428,1
15779.59879,user76@sbi,user96@sbi,5/8/2025 13:41,device_25,0
7164.073115,user54@axl,user36@axl,5/8/2025 12:31,device_53,0
198541.3042,9446159646@ybl,user4453@ybl,5/4/2025 3:36,device_9446159646,1
186973.668,9439238685@ybl,user5294@ybl,5/10/2025 2:21,device_9439238685,1
5752.244346,user15@paytm,user28@paytm,5/4/2025 11:36,device_37,0
145368.6937,9496468894@ybl,user4906@ybl,5/11/2025 4:21,device_9496468894,1
1703.795264,user63@paytm,user8@paytm,5/3/2025 15:11,device_74,0
228043.0005,9460316725@axl,user2548@axl,5/3/2025 3:42,device_9460316725,1
12384.80007,user56@ybl,user70@ybl,5/9/2025 17:48,device_76,0
104229.4873,9475147039@paytm,user8979@paytm,5/6/2025 1:02,device_9475147039,1
120782.1649,9417160516@axl,user2713@axl,5/2/2025 0:47,device_9417160516,1
10217.80481,user14@sbi,user1@sbi,5/3/2025 9:29,device_69,0
5561.940135,user64@axl,user29@axl,5/5/2025 12:47,device_59,0
4033.764696,user66@paytm,user57@paytm,5/12/2025 17:13,device_42,0
8822.24722,user72@okhdfcbank,user88@okhdfcbank,5/12/2025 14:47,device_90,0
6954.6483,user34@axl,user57@axl,5/6/2025 11:47,device_97,0
19981.74346,user39@ybl,user34@ybl,5/9/2025 13:48,device_10,0
2858.76143,user51@okhdfcbank,user49@okhdfcbank,5/3/2025 9:48,device_24,0
5840.268908,user42@paytm,user69@paytm,5/5/2025 13:18,device_14,0
160179.0752,9470168010@paytm,user6616@paytm,5/11/2025 4:59,device_9470168010,1
10842.60353,user29@axl,user46@axl,5/7/2025 12:03,device_96,0
6765.717876,user50@sbi,user82@sbi,5/15/2025 12:03,device_92,0
16130.05006,user92@sbi,user70@sbi,5/8/2025 14:42,device_39,0
148480.3518,9489477999@ybl,user1877@ybl,5/1/2025 2:38,device_9489477999,1
4276.581712,user64@okhdfcbank,user1@okhdfcbank,5/13/2025 15:55,device_45,0
12130.80105,user86@sbi,user17@sbi,5/6/2025 13:44,device_79,0
5881.653058,user67@sbi,user58@sbi,5/14/2025 9:00,device_40,0
11466.26102,user54@ybl,user12@ybl,5/13/2025 11:39,device_18,0
218456.4197,9461585623@axl,user4157@axl,5/4/2025 0:46,device_9461585623,1
13194.0147,user25@ybl,user94@ybl,5/11/2025 13:29,device_25,0
229479.4637,9477330285@paytm,user5275@paytm,5/12/2025 5:17,device_9477330285,1
72588.64168,9485211737@paytm,user2715@paytm,5/5/2025 1:32,device_9485211737,1
9626.967047,user28@ybl,user64@ybl,5/15/2025 16:30,device_37,0
19771.90138,user40@paytm,user79@paytm,5/1/2025 10:44,device_54,0
13267.51869,user37@sbi,user92@sbi,5/12/2025 17:32,device_43,0
6680.338347,user24@sbi,user37@sbi,5/11/2025 12:08,device_41,0
223710.5662,9457474562@okhdfcbank,user7713@okhdfcbank,5/13/2025 1:37,device_9457474562,1
207942.4018,9498773571@ybl,user5462@ybl,5/6/2025 1:41,device_9498773571,1
482.2591326,user5@sbi,user54@sbi,5/14/2025 14:07,device_36,0
1693.090533,user53@axl,user78@axl,5/1/2025 10:25,device_77,0
4806.71725,user18@axl,user3@axl,5/9/2025 11:17,device_3,0
208560.707,9461194095@axl,user1830@axl,5/5/2025 1:38,device_9461194095,1
120981.0381,9424573458@sbi,user5946@sbi,5/15/2025 3:13,device_9424573458,1
736.7307896,user54@ybl,user88@ybl,5/9/2025 14:17,device_38,0
64092.13553,9495612761@axl,user6105@axl,5/14/2025 0:56,device_9495612761,1
131043.0247,9484655555@axl,user2189@axl,5/15/2025 3:49,device_9484655555,1
14300.88462,user35@axl,user18@axl,5/1/2025 16:47,device_90,0
198444.3671,9482118497@okhdfcbank,user9524@okhdfcbank,5/5/2025 2:15,device_9482118497,1
108393.3921,9415886813@paytm,user8953@paytm,5/8/2025 5:07,device_9415886813,1
11155.94644,user93@okhdfcbank,user23@okhdfcbank,5/2/2025 10:03,device_61,0
1347.530288,user10@sbi,user56@sbi,5/10/2025 11:02,device_21,0
242644.5079,9430812709@paytm,user2852@paytm,5/13/2025 3:44,device_9430812709,1
6173.54508,user17@sbi,user50@sbi,5/8/2025 11:52,device_99,0
12333.59646,user3@ybl,user59@ybl,5/10/2025 13:32,device_81,0
7054.711247,user98@sbi,user78@sbi,5/9/2025 11:11,device_67,0
19689.08661,user83@paytm,user74@paytm,5/15/2025 15:00,device_9,0
130431.7995,9454718979@axl,user9078@axl,5/5/2025 4:26,device_9454718979,1
15178.35267,user26@axl,user84@axl,5/3/2025 16:26,device_68,0
16147.50834,user21@ybl,user61@ybl,5/10/2025 9:18,device_77,0
138980.01,9471130731@sbi,user1968@sbi,5/13/2025 4:05,device_9471130731,1
17072.96711,user3@sbi,user39@sbi,5/2/2025 10:11,device_99,0
915.9715602,user72@paytm,user51@paytm,5/14/2025 15:57,device_25,0
10905.8234,user71@paytm,user96@paytm,5/7/2025 17:19,device_96,0
56581.5046,9431701976@paytm,user7437@paytm,5/14/2025 3:13,device_9431701976,1
67483.36157,9416490750@okhdfcbank,user5326@okhdfcbank,5/12/2025 3:02,device_9416490750,1
19701.23412,user90@paytm,user73@paytm,5/3/2025 9:35,device_2,0
7493.98975,user16@axl,user98@axl,5/1/2025 17:43,device_82,0
4865.986967,user71@ybl,user18@ybl,5/5/2025 12:10,device_50,0
199883.9011,9464605903@okhdfcbank,user7659@okhdfcbank,5/4/2025 4:22,device_9464605903,1
97941.81565,9499317449@sbi,user8933@sbi,5/4/2025 4:15,device_9499317449,1
11581.73593,user87@ybl,user42@ybl,5/1/2025 14:50,device_37,0
6221.448505,user87@paytm,user40@paytm,5/11/2025 11:01,device_68,0
485.478849,user25@axl,user97@axl,5/12/2025 12:18,device_42,0
6112.104056,user71@axl,user15@axl,5/10/2025 12:04,device_21,0
248290.7136,9488518263@sbi,user5535@sbi,5/15/2025 5:13,device_9488518263,1
18661.38812,user54@sbi,user23@sbi,5/7/2025 10:39,device_60,0
4415.094417,user92@axl,user58@axl,5/10/2025 13:16,device_91,0
183561.244,9479424002@paytm,user9150@paytm,5/4/2025 2:34,device_9479424002,1
5656.255871,user78@sbi,user87@sbi,5/3/2025 11:49,device_40,0
11806.92889,user40@ybl,user5@ybl,5/1/2025 15:10,device_45,0
16302.23467,user17@sbi,user81@sbi,5/10/2025 15:04,device_67,0
205429.3832,9498825083@okhdfcbank,user9905@okhdfcbank,5/11/2025 5:38,device_9498825083,1
11969.98008,user64@sbi,user71@sbi,5/1/2025 16:51,device_69,0
5162.584289,user26@ybl,user14@ybl,5/12/2025 15:28,device_64,0
10129.79337,user61@sbi,user84@sbi,5/14/2025 9:08,device_69,0
10117.18503,user90@paytm,user96@paytm,5/6/2025 16:27,device_50,0
162128.585,9431038318@okhdfcbank,user5021@okhdfcbank,5/13/2025 0:54,device_9431038318,1
154105.4226,9428794580@ybl,user1038@ybl,5/3/2025 0:55,device_9428794580,1
101401.2464,9440195262@sbi,user6629@sbi,5/6/2025 1:43,device_9440195262,1
15544.2763,user5@sbi,user46@sbi,5/10/2025 9:37,device_98,0
6754.795429,user75@sbi,user85@sbi,5/8/2025 9:25,device_86,0
15886.16096,user7@axl,user45@axl,5/13/2025 16:45,device_22,0
2881.571378,user16@paytm,user87@paytm,5/15/2025 15:17,device_94,0
53631.59312,9449633979@okhdfcbank,user2099@okhdfcbank,5/6/2025 5:52,device_9449633979,1
6807.875145,user76@okhdfcbank,user38@okhdfcbank,5/2/2025 16:11,device_96,0
8597.109741,user42@sbi,user38@sbi,5/8/2025 10:13,device_55,0
7834.795984,user68@axl,user22@axl,5/4/2025 13:39,device_97,0
15775.60697,user35@sbi,user95@sbi,5/4/2025 13:11,device_61,0
75724.81209,9475151785@axl,user2340@axl,5/4/2025 3:08,device_9475151785,1
535.2621899,user5@okhdfcbank,user90@okhdfcbank,5/10/2025 10:20,device_44,0
12964.82393,user7@okhdfcbank,user96@okhdfcbank,5/2/2025 11:38,device_88,0
101336.1183,9450719803@sbi,user1976@sbi,5/2/2025 2:56,device_9450719803,1
11083.52734,user89@axl,user74@axl,5/8/2025 10:27,device_22,0
248076.8355,9455488487@axl,user8379@axl,5/5/2025 0:31,device_9455488487,1
220436.3001,9496601594@ybl,user8901@ybl,5/5/2025 5:43,device_9496601594,1
17881.74731,user70@okhdfcbank,user57@okhdfcbank,5/12/2025 13:38,device_76,0
19836.33548,user84@paytm,user11@paytm,5/9/2025 15:58,device_69,0
18530.2609,user94@okhdfcbank,user13@okhdfcbank,5/2/2025 13:06,device_22,0
149445.839,9481217813@paytm,user7906@paytm,5/1/2025 3:00,device_9481217813,1
1916.776826,user4@axl,user55@axl,5/3/2025 17:57,device_49,0
846.5534138,user21@paytm,user75@paytm,5/8/2025 15:09,device_12,0
2794.313842,user98@ybl,user46@ybl,5/15/2025 11:58,device_17,0
4496.157852,user8@paytm,user38@paytm,5/8/2025 15:06,device_52,0
16914.06886,user94@paytm,user29@paytm,5/4/2025 10:07,device_69,0
132903.213,9474485846@okhdfcbank,user2700@okhdfcbank,5/13/2025 5:08,device_9474485846,1
9719.447619,user23@paytm,user58@paytm,5/9/2025 17:19,device_88,0
10588.08257,user10@okhdfcbank,user79@okhdfcbank,5/13/2025 11:24,device_92,0
1087.310763,user93@axl,user59@axl,5/5/2025 16:30,device_97,0
14647.30832,user50@paytm,user16@paytm,5/12/2025 15:30,device_41,0
11489.37921,user42@sbi,user71@sbi,5/3/2025 17:26,device_42,0
18397.07639,user1@ybl,user48@ybl,5/6/2025 16:37,device_82,0
4680.651478,user55@ybl,user16@ybl,5/3/2025 17:56,device_44,0
10749.05728,user12@sbi,user91@sbi,5/2/2025 10:45,device_24,0
2204.342573,user96@ybl,user71@ybl,5/5/2025 17:54,device_74,0
14122.85116,user96@paytm,user54@paytm,5/11/2025 10:51,device_39,0
7597.575367,user78@ybl,user42@ybl,5/9/2025 9:29,device_86,0
18327.48629,user37@ybl,user53@ybl,5/8/2025 9:30,device_58,0
4998.620567,user79@axl,user19@axl,5/3/2025 11:30,device_32,0
9866.343213,user10@axl,user59@axl,5/13/2025 16:45,device_38,0
7548.85175,user20@ybl,user93@ybl,5/14/2025 14:10,device_58,0
158267.0765,9436194344@paytm,user9787@paytm,5/4/2025 3:13,device_9436194344,1
17209.28359,user8@axl,user85@axl,5/13/2025 16:27,device_35,0
187848.804,9441390940@sbi,user2265@sbi,5/2/2025 0:14,device_9441390940,1
222951.1791,9416709332@ybl,user6413@ybl,5/11/2025 5:11,device_9416709332,1
16966.80282,user70@axl,user80@axl,5/6/2025 16:50,device_62,0
17203.36898,user22@ybl,user73@ybl,5/10/2025 9:55,device_64,0
219268.6118,9457237782@ybl,user1434@ybl,5/1/2025 4:31,device_9457237782,1
4898.154039,user66@axl,user3@axl,5/13/2025 9:56,device_11,0
1540.122121,user50@okhdfcbank,user95@okhdfcbank,5/9/2025 10:19,device_58,0
15664.97443,user26@paytm,user32@paytm,5/4/2025 12:48,device_72,0
3607.033479,user25@sbi,user13@sbi,5/12/2025 14:18,device_81,0
2619.654324,user21@ybl,user10@ybl,5/3/2025 14:25,device_80,0
3790.081704,user86@okhdfcbank,user82@okhdfcbank,5/3/2025 9:25,device_38,0
14192.61585,user71@sbi,user24@sbi,5/6/2025 17:48,device_80,0
10946.16647,user54@axl,user32@axl,5/7/2025 12:29,device_16,0
151707.7783,9445659471@okhdfcbank,user4897@okhdfcbank,5/2/2025 1:58,device_9445659471,1
